;	Marker Co	ordinate F	ile	
1	-31.96	440.07	10.6	0.07
1	-145.39	492.88	11.8	0.07
1	-111.86	460.78	13.9	0.07
1	-123.95	450.95	15.4	0.07
1	-234.31	434.01	18.35	0.07
1	-274.15	431.05	18.35	0.07
1	-226.15	444.29	16.25	0.07
1	-256.56	489.33	13.75	0.07
1	-214.58	481.49	13.15	0.07
1	-287.6	489.33	11.9	0.07
1	-299.25	467.59	13.65	0.07
1	-344.8	492.22	14	0.07
1	-345.39	481.35	17.6	0.07
1	-395.14	484.35	17	0.07
1	-404.05	389.19	12.8	0.07
1	-312.98	372.17	12.75	0.07
1	-283.6	372.47	12.75	0.07
1	-294.58	405.16	13.1	0.07
1	-337.75	383.19	13.9	0.07
1	-363.5	404.64	15.1	0.07
1	-375.51	347.25	17.9	0.07
1	-325.74	357.9	18.5	0.07
1	-316.09	414.63	19	0.07
1	-265.89	365.29	18.45	0.07
1	-240.67	362.85	18.45	0.07
1	-259.14	346.06	18.45	0.07
1	-242.67	345.25	18.4	0.07
1	-209.66	359.82	18.35	0.07
1	-212.26	391.77	16.95	0.07
1	-196.23	393.85	15.9	0.07
1	-189.33	371.29	15.65	0.07
1	-115.42	388.79	11.25	0.07
1	-156.52	394.26	13.15	0.07
1	-166.02	411.42	13.4	0.07
1	-188.42	417.19	13.6	0.07
1	-78.7	406.69	14	0.07
1	-99.7	409.8	14.55	0.07
1	-133.08	386.57	15.2	0.07
1	-158.82	367.56	15.85	0.07
1	-6.27	383.56	18.25	0.07
1	-5.31	374.32	18.25	0.07
1	-47.08	413.52	17.1	0.07
1	4.33	377.72	10.45	0.07
1	49.94	347.57	13.6	0.07
1	68.41	422.57	15.75	0.07
1	64.03	402.6	16.65	0.07
1	183.09	418.13	17.9	0.07
1	194.37	349.12	15.7	0.07
1	175.45	405.04	14.15	0.07
1	136.66	416.06	13.35	0.07
1	125.53	392.98	13.3	0.07
1	175.16	360.81	12.2	0.07
1	266.7	400.35	12.05	0.07
1	299.64	366.03	13.6	0.07
1	285.55	354.2	13.95	0.07
1	249.42	380.09	14.25	0.07
1	244.6	399.61	15.6	0.07
1	308.02	349.24	17.4	0.07
1	259.73	405.46	18.25	0.07
1	360.39	309.96	11.1	0.07
1	344.59	307	11.1	0.07
1	335.91	284.88	11.1	0.07
1	352.6	289.98	14.85	0.07
1	361.5	270.9	15.2	0.07
1	258.91	292.5	11.3	0.07
1	277.38	330.96	11.35	0.07
1	253.34	341.91	17.25	0.07
1	196.15	331.41	18.05	0.07
1	201.93	279.41	18.3	0.07
1	106.51	299.6	15.3	0.07
1	111.63	328.74	15.3	0.07
1	158.89	296.79	13.85	0.07
1	194.35	318.46	13.8	0.07
1	188.19	305.89	13.75	0.07
1	120.16	332	12.95	0.07
1	130.03	277.19	12.35	0.07
1	164.6	322.31	12.8	0.07
1	85.64	287.4	18.65	0.07
1	78.67	297.75	18.65	0.07
1	55.15	282.59	17.95	0.07
1	16.06	278.89	15.6	0.07
1	44.84	332.88	15.5	0.07
1	82.75	333.11	14.8	0.07
1	62.87	286.36	14.55	0.07
1	56.04	298.79	11.35	0.07
1	-103.38	339.84	18.9	0.07
1	-107.98	320.98	18.9	0.07
1	-108.28	277.11	18.9	0.07
1	-76.67	269.5	18.9	0.07
1	-50.26	269.79	11.15	0.07
1	-91.21	275.93	11.85	0.07
1	-29.12	314.17	12.55	0.07
1	-168.71	283.99	18.25	0.07
1	-145.57	280.81	17.1	0.07
1	-146.9	312.47	16.15	0.07
1	-164.04	303.82	15.3	0.07
1	-167.52	321.79	11.7	0.07
1	-304.14	309.78	10.4	0.07
1	-227.88	313.33	11.75	0.07
1	-207.63	307.41	12.35	0.07
1	-281.37	332.78	14.15	0.07
1	-259.19	317.92	15.1	0.07
1	-249.55	319.84	16.8	0.07
1	-328.53	322.73	18.55	0.07
1	-362.87	314.37	15	0.07
1	-321.7	282.86	14.4	0.07
1	-378.97	278.42	13.55	0.07
1	-339.58	283.08	11.75	0.07
1	-325.41	270.21	11.35	0.07
1	-393.12	202.48	12.9	0.07
1	-414.11	242.72	18.35	0.07
1	-309.17	230.42	18.9	0.07
1	-295.22	244.69	18.9	0.07
1	-303.61	252.31	18.9	0.07
1	-348.26	250.91	18.85	0.07
1	-331.94	203.94	17.2	0.07
1	-335.51	236.19	17.1	0.07
1	-368.96	208.45	13.8	0.07
1	-304.35	211.93	13.25	0.07
1	-329.27	192.84	12.4	0.07
1	-377.86	202.16	12.35	0.07
1	-353.9	205.79	12.35	0.07
1	-359.54	241.29	11.55	0.07
1	-278.78	211.73	17.15	0.07
1	-243.47	208.55	14.75	0.07
1	-285.75	249.23	12.75	0.07
1	-238.87	244.79	10.8	0.07
1	-149.35	215.85	11.25	0.07
1	-176.8	226.5	11.3	0.07
1	-184.29	226.65	12.2	0.07
1	-183.99	202.9	13.95	0.07
1	-102.46	200.02	14.55	0.07
1	-132.88	209.71	15.45	0.07
1	-170.42	208.45	16.15	0.07
1	-27.2	254.38	18.35	0.07
1	-44.04	218.95	18.35	0.07
1	-53.01	211.41	17.5	0.07
1	-54.94	197.72	17.35	0.07
1	-55.31	237.44	15.95	0.07
1	-68.59	235.37	13.35	0.07
1	35.54	217.8	10.45	0.07
1	37.99	255.3	10.5	0.07
1	64.92	254.7	11.55	0.07
1	48.97	201.23	11.65	0.07
1	14.92	209.73	11.75	0.07
1	24.93	192.5	11.85	0.07
1	82.42	230.22	12.85	0.07
1	67.14	225.34	14	0.07
1	69.07	249.08	14.55	0.07
1	57.28	232.51	14.8	0.07
1	56.31	260.99	15.6	0.07
1	161.01	247.75	19	0.07
1	111.23	243.24	19	0.07
1	193.28	205.96	18.25	0.07
1	130.89	259.66	15.2	0.07
1	225.53	243.19	11.6	0.07
1	299.34	227.51	12.55	0.07
1	280.5	207.39	13.4	0.07
1	250.97	237.27	14.65	0.07
1	305.12	261.46	15.55	0.07
1	261.43	256.06	16.15	0.07
1	239.99	223.37	16.55	0.07
1	311.38	250.74	18.5	0.07
1	242.54	184.98	17.15	0.07
1	198.33	148.66	17.15	0.07
1	291.65	190.97	15.75	0.07
1	283.49	174.25	14.7	0.07
1	234.01	188.16	12.45	0.07
1	242.62	138.82	12.15	0.07
1	96.75	153.45	10.45	0.07
1	143.26	143.61	10.45	0.07
1	169.3	140.65	10.85	0.07
1	199.56	167.65	13.45	0.07
1	108.76	142.73	16.85	0.07
1	14.7	160.69	18.3	0.07
1	26.94	148.86	18.3	0.07
1	61.21	149.9	18.1	0.07
1	19.37	121.72	18.1	0.07
1	45.93	151.89	15.35	0.07
1	88.07	133.33	14.6	0.07
1	43.41	178.22	12.55	0.07
1	7.35	138.95	11.2	0.07
1	46.75	122.16	10.65	0.07
1	-68.49	165.53	10.9	0.07
1	-17.23	183.95	11.1	0.07
1	-84.14	191.34	11.75	0.07
1	-81.77	129.51	12.65	0.07
1	-4.62	153.69	14.9	0.07
1	-186.79	168.74	17	0.07
1	-163.27	191.07	17	0.07
1	-118.39	144.99	15.35	0.07
1	-139.61	144.47	14.15	0.07
1	-188.5	135.08	12.35	0.07
1	-161.57	173.62	10.6	0.07
1	-294.45	142.11	10.7	0.07
1	-251.43	162.37	11.55	0.07
1	-230.06	122.21	12.1	0.07
1	-272.57	185.23	14	0.07
1	-273.76	144.84	17.5	0.07
1	-337.21	166.66	17.8	0.07
1	-319.4	181.53	15.8	0.07
1	-368.44	141.37	15.4	0.07
1	-344.18	169.1	13.65	0.07
1	-310.2	164.15	12.2	0.07
1	-402.56	60.96	17.35	0.07
1	-324.33	104.16	15.4	0.07
1	-356.89	92.33	12.95	0.07
1	-301.18	73.02	11.3	0.07
1	-332.86	117.47	8.9	0.07
1	-245.92	45.58	10.1	0.07
1	-271.14	87.96	12.9	0.07
1	-142.72	79.78	17	0.07
1	-162.45	68.68	16.75	0.07
1	-149.4	110.84	15.05	0.07
1	-164.23	111.88	14.95	0.07
1	-182.33	91.24	14.6	0.07
1	-135.3	85.18	13.45	0.07
1	-165.42	86.95	11.95	0.07
1	-178.92	106.55	10.55	0.07
1	-88.05	80.22	9.65	0.07
1	77.06	98.81	17.55	0.07
1	37.59	56.28	15.2	0.07
1	12.74	87.87	11.85	0.07
1	109.6	58.72	9.95	0.07
1	136.38	42.82	10	0.07
1	192.09	93.86	11.1	0.07
1	152.48	67.9	12.05	0.07
1	117.83	94.97	12.1	0.07
1	177.4	75.37	12.95	0.07
1	159.38	111.39	14.9	0.07
1	271.05	104.26	17.9	0.07
1	207.92	70.09	17.65	0.07
1	259.7	108.7	13.3	0.07
1	275.94	66.24	13.05	0.07
1	228.99	83.48	10.05	0.07
1	201.69	94.72	10.8	0.07
1	301.46	85.55	15.25	0.07
1	-354.52	36.74	11.7	0.07
1	16.03	29.24	13.6	0.07
1	168.3	5.77	16.3	0.07
1	163.11	-18.79	16.3	0.07
1	202.5	-45.64	13.5	0.07
1	195.08	-42.46	13.4	0.07
1	240.11	-5.48	12.7	0.07
1	232.92	-30.25	10.05	0.07
1	270.68	4.66	9.1	0.07
1	139.55	12.65	8.85	0.07
1	101.57	-30.47	9.05	0.07
1	107.5	7.18	13.55	0.07
1	107.5	-11.69	14.05	0.07
1	70.85	-9.47	15.6	0.07
1	-25.22	-38.93	12.45	0.07
1	57.05	22.9	10.65	0.07
1	43.7	12.62	10.6	0.07
1	4.46	-2.76	9.35	0.07
1	20.26	-30.57	8.45	0.07
1	-84.31	16.59	8.25	0.07
1	-99.37	-4.78	8.65	0.07
1	-90.91	-44.36	8.8	0.07
1	-76.08	-28.45	9.2	0.07
1	-49	-38.29	14.45	0.07
1	-187.71	-8.65	13.75	0.07
1	-159.81	-14.64	12.45	0.07
1	-202.39	-10.87	11.2	0.07
1	-198.17	17.68	10.8	0.07
1	-164.56	11.69	8.65	0.07
1	-314.16	16.17	8.75	0.07
1	-233.97	-44.26	15.65	0.07
1	-288.42	15.43	15.95	0.07
1	-346.4	-8.26	16.4	0.07
1	-383.13	-13.14	16.4	0.07
1	-398.85	-47.31	12.35	0.07
1	-345.29	6.61	8.9	0.07
1	-377.86	-89.28	8.9	0.07
1	-295.99	-107.42	15	0.07
1	-242.2	-85.3	12.7	0.07
1	-314.16	-62.37	8.7	0.07
1	-160.03	-83.4	10.75	0.07
1	-147.49	-85.18	13.1	0.07
1	-116.31	-80.25	13	0.07
1	-61.94	-97.48	12.7	0.07
1	-113.72	-113.76	9.35	0.07
1	-87.23	-87.2	7.65	0.07
1	25.9	-55.52	7.85	0.07
1	32.8	-51.9	11.5	0.07
1	41.1	-84.66	11.85	0.07
1	92.84	-90.44	12.65	0.07
1	144.39	-58.7	11.1	0.07
1	218.75	-105.3	15	0.07
1	256.21	-121.79	12.15	0.07
1	200.35	-63.06	10.85	0.07
1	243.01	-58.63	8.35	0.07
1	254.73	-160.7	8.6	0.07
1	192.34	-128.75	10.15	0.07
1	221.2	-178.9	11.9	0.07
1	96.4	-148.82	13.7	0.07
1	139.42	-196.15	12.9	0.07
1	130.6	-157.32	12.2	0.07
1	41.82	-136.37	13.9	0.07
1	19.56	-139.7	11	0.07
1	36.11	-168.1	10.25	0.07
1	51.46	-188.36	8.8	0.07
1	-78.82	-191.69	8.3	0.07
1	-50.11	-125.57	9.6	0.07
1	-149.74	-185.99	15.1	0.07
1	-188.99	-138.95	15.1	0.07
1	-185.87	-157.22	15.1	0.07
1	-150.71	-126.45	8.75	0.07
1	-168.66	-164.77	8.65	0.07
1	-159.98	-164.03	8.65	0.07
1	-294.03	-137.03	7.7	0.07
1	-288.99	-175.49	11.9	0.07
1	-245.44	-131.19	12.6	0.07
1	-405.55	-178.21	14.4	0.07
1	-405.85	-164	14.4	0.07
1	-404	-128.2	10.6	0.07
1	-386.42	-132.35	9.05	0.07
1	-388.3	-227.76	14.65	0.07
1	-332.36	-266.15	14	0.07
1	-406.92	-262.01	8.3	0.07
1	-330.21	-214.3	6.9	0.07
1	-263	-216.22	9.3	0.07
1	-253.95	-234.12	10.6	0.07
1	-319.3	-243.52	12.95	0.07
1	-140.7	-254.09	10.55	0.07
1	-73.41	-221.67	6.8	0.07
1	-44.85	-222.71	6.8	0.07
1	-57.91	-244.97	13.65	0.07
1	87.82	-259.69	6.75	0.07
1	125.73	-273.22	8.2	0.07
1	221.27	-254.96	14.5	0.07
1	225.94	-208.58	13.3	0.07
1	270.75	-229.37	11.85	0.07
1	199.46	-223.52	10.9	0.07
1	192.93	-246.53	9.1	0.07
1	227.35	-205.85	7.15	0.07
1	248.87	-202.07	7.1	0.07
1	305.18	-303.38	15.25	0.07
1	264	-298.72	14.4	0.07
1	299.32	-274.61	9.25	0.07
1	195.04	-283.58	14.35	0.07
1	231.53	-289.64	10.5	0.07
1	160.86	-303.83	9.7	0.07
1	81.41	-311.89	8.75	0.07
1	80.3	-284.23	8.5	0.07
1	52.48	-316.22	6.15	0.07
1	23.4	-314.52	7.6	0.07
1	49.29	-326.5	11.25	0.07
1	-110.87	-308.73	6.55	0.07
1	-96.18	-301.33	7.1	0.07
1	-105.68	-347.63	7.25	0.07
1	-39.13	-283.87	8.25	0.07
1	-199.52	-288.66	12.55	0.07
1	-191.51	-328.3	9.25	0.07
1	-164.51	-306.41	6.85	0.07
1	-332.96	-347.81	6.65	0.07
1	-323.17	-342.18	7.25	0.07
1	-238.52	-285.9	9.6	0.07
1	-393.64	-310.21	12.15	0.07
1	-343.86	-318.19	10.7	0.07
1	-389.26	-351.73	8.25	0.07
1	-284.53	-380.22	14.05	0.07
1	-315.17	-421.2	14.05	0.07
1	-234.24	-374.53	11.5	0.07
1	-223.04	-396.42	11.5	0.07
1	-299.74	-366.54	10	0.07
1	-311.69	-394.35	6.45	0.07
1	-201.4	-420.46	6.9	0.07
1	-195.47	-375.79	7.05	0.07
1	-159.12	-376.23	11.05	0.07
1	-137.9	-353	12.65	0.07
1	-30.71	-396.23	12.7	0.07
1	-61.34	-385.72	12.4	0.07
1	-26.92	-356.06	12.15	0.07
1	-131.45	-347.34	10.5	0.07
1	-128.11	-391.2	7.65	0.07
1	61.16	-396.75	6.55	0.07
1	17.54	-394.75	6.85	0.07
1	53.96	-352.15	7.8	0.07
1	-12.21	-402.15	9.5	0.07
1	-10.21	-388.39	11.5	0.07
1	60.64	-370.56	12.6	0.07
1	156.66	-372.31	12.15	0.07
1	152.35	-415.14	10.8	0.07
1	207.55	-403.92	7	0.07
1	245.08	-404.73	7.65	0.07
1	240.78	-363.09	8.25	0.07
1	247.68	-416.79	9.1	0.07
1	261.7	-356.06	12.95	0.07
1	289.97	-368.22	14.5	0.07
1	276.62	-400.32	8.9	0.07
1	265.98	-442.24	7.05	0.07
1	295.36	-491.94	11.75	0.07
1	195.44	-480.27	12.6	0.07
1	247.59	-481.09	12.1	0.07
1	258.94	-488.11	11.9	0.07
1	164.43	-456.23	10.2	0.07
1	135.99	-494.63	5.9	0.07
1	137.54	-454.39	8	0.07
1	77.45	-472.14	12.25	0.07
1	158.17	-429.46	12.8	0.07
1	157.57	-463.86	13.8	0.07
1	-42.4	-490.48	5.8	0.07
1	-109.68	-457.5	11.2	0.07
1	-106.79	-492.63	11.35	0.07
1	-207.24	-439	13.85	0.07
1	-221.03	-493.96	13.15	0.07
1	-127.71	-460.01	12.75	0.07
1	-199.96	-490.93	8.15	0.07
1	-232.83	-486.79	8.1	0.07
1	-263.59	-456.39	6.55	0.07
1	-259.36	-480.5	9.8	0.07
1	-316.49	-471.99	10.25	0.07
1	-355.6	-496.27	9.1	0.07
1	-352.04	-463.36	9	0.07
1	-380.31	-473.12	8.25	0.07
1	-394.23	-522.21	6.45	0.07
1	-389.48	-560.9	6.6	0.07
1	-405.88	-555.72	7.35	0.07
1	-356.62	-565.71	12.75	0.07
1	-231.08	-539.25	6.35	0.07
1	-312.68	-503.37	8.45	0.07
1	-290.35	-556.93	11.6	0.07
1	-187.16	-534.64	9.35	0.07
1	-220.69	-542.63	7.5	0.07
1	-191.46	-570.07	5.2	0.07
1	-41.41	-565.17	6.15	0.07
1	-52.24	-528.18	7.85	0.07
1	-119.89	-559.54	9.85	0.07
1	-132.73	-502.74	10.7	0.07
1	19.76	-539.08	12.45	0.07
1	57.52	-553.06	8.15	0.07
1	110.59	-507.72	5.5	0.07
1	140.19	-530.79	8.75	0.07
1	203.64	-521.03	5.5	0.07
1	191.7	-570.37	11.65	0.07
1	312.67	-559.05	6.35	0.07
1	275.87	-606.93	13.9	0.07
1	290.04	-584.89	13.85	0.07
1	304.88	-620.02	13.1	0.07
1	286.26	-605.3	9.2	0.07
1	179.65	-595.59	13.05	0.07
1	263.11	-576.5	11.7	0.07
1	215.41	-593.37	10.65	0.07
1	233.14	-622.58	9.7	0.07
1	206.06	-597.58	7.7	0.07
1	122.41	-624.7	6.7	0.07
1	98.75	-586.46	11.85	0.07
1	-0.66	-635.41	13.2	0.07
1	-21.5	-587.7	11.35	0.07
1	-18.83	-629.71	8.05	0.07
1	-113.57	-603.5	5.9	0.07
1	-87.75	-633.53	10.85	0.07
1	-231.67	-618.66	12.5	0.07
1	-217.65	-603.94	10.85	0.07
1	-140.57	-617.04	9.75	0.07
1	-163.2	-647.36	8.05	0.07
1	-154	-625.91	5.9	0.07
1	-336.81	-587.89	11.7	0.07
1	-272.12	-602.47	12.1	0.07
1	-397.94	-685.92	12.45	0.07
1	-331.25	-651.6	5.45	0.07
1	-344.82	-694.13	5.3	0.07
1	-301.77	-657.22	5.85	0.07
1	-264.09	-670.46	8.3	0.07
1	-278.18	-698.2	11.3	0.07
1	-157.06	-723.05	9.7	0.07
1	-170.78	-696.13	6.95	0.07
1	-51.9	-665.31	9.45	0.07
1	-120.3	-693.27	9.9	0.07
1	34.03	-673.3	11.8	0.07
1	4.06	-663.61	9.4	0.07
1	47.98	-685.5	5.7	0.07
1	108.88	-690.04	5.35	0.07
1	118.23	-665.71	6.8	0.07
1	77.35	-650.76	9.45	0.07
1	158.59	-718.44	10.5	0.07
1	275.99	-662.97	12.6	0.07
1	239.49	-655.13	6.4	0.07
1	267.46	-701.43	6.25	0.07
1	297.26	-652.93	12.55	0.07
1	310.77	-752.66	10.95	0.07
1	172.34	-756.93	12.3	0.07
1	215.66	-770.24	9.95	0.07
1	179.83	-732.59	9.9	0.07
1	163.14	-730.38	5.15	0.07
1	148.7	-783.01	4.6	0.07
1	76.07	-726.21	5.45	0.07
1	120.06	-725.62	6.3	0.07
1	81.79	-782.72	8.25	0.07
1	-20.82	-733.76	12.45	0.07
1	-124	-768.86	4	0.07
1	-60.13	-777.96	4.45	0.07
1	-142.45	-736.78	10.8	0.07
1	-167.37	-730.35	8.3	0.07
1	-187.92	-747.8	6.65	0.07
1	-134.95	-790.41	3.8	0.07
1	-334.61	-721.03	4.3	0.07
1	-244.18	-732.49	4.45	0.07
1	-282.9	-746.62	4.45	0.07
1	-319.4	-778.21	5	0.07
1	-280.68	-784.86	9	0.07
1	-399.42	-723.77	12.4	0.07
1	-399.42	-781.24	12.4	0.07
1	-359.22	-724.88	7.75	0.07
1	-403.28	-764.37	6.3	0.07
1	-370.49	-793.37	8.4	0.07
1	309.41	-804.75	7.9	0.07
1	209.76	-821.44	9.05	0.07
1	178.89	-847.26	4.7	0.07
1	183.49	-836.98	4.3	0.07
1	121.45	-839.05	5.85	0.07
1	62.99	-844.52	7.5	0.07
1	88.88	-832.39	11.7	0.07
1	-25.5	-823.42	12.95	0.07
1	5.14	-846.64	5.45	0.07
1	-55.75	-856.18	6.1	0.07
1	-90.32	-827.85	6.9	0.07
1	-138.39	-830.07	8.15	0.07
1	-65.69	-826.22	9.05	0.07
1	-139.58	-800.11	10.05	0.07
1	-101.82	-804.4	11.15	0.07
1	-226.74	-833.8	11.8	0.07
1	-207.53	-807.32	8.65	0.07
1	-137.27	-873.66	8.6	0.07
1	-193.21	-816.12	6.35	0.07
1	-286.49	-825.81	4.95	0.07
1	-294.2	-861.83	6.3	0.07
1	-258	-870.19	7.55	0.07
1	-404.41	-829.93	11.7	0.07
1	-398.03	-807.15	5.65	0.07
1	-405.92	-884.09	5.6	0.07
1	-382.18	-892.45	7.4	0.07
1	-374.47	-886.38	9.25	0.07
1	-238.27	-882.46	12.1	0.07
1	-272.17	-920.11	11.8	0.07
1	-293.24	-930.84	11.75	0.07
1	-259.86	-931.58	11	0.07
1	-245.24	-901.92	10.75	0.07
1	-191.44	-895.41	11.85	0.07
1	-134.16	-924.33	11.65	0.07
1	-210.06	-909.39	11.65	0.07
1	-109.68	-886.31	5.85	0.07
1	41.33	-894.84	12.15	0.07
1	-10.38	-906.45	10.7	0.07
1	32.2	-944.32	9.1	0.07
1	24.49	-936.04	8	0.07
1	77.93	-948.31	8.55	0.07
1	148.4	-934.78	10	0.07
1	175.85	-909.33	13.6	0.07
1	267.54	-909.56	12.35	0.07
1	243.88	-936.92	13.2	0.07
1	255.52	-881.01	6.05	0.07
1	268.51	-903.2	7.45	0.07
1	305.92	-996.59	8.5	0.07
1	166.25	-971.89	6.15	0.07
1	64.67	-998.76	5.9	0.07
1	140.12	-973.69	8.3	0.07
1	72.83	-1017.18	10	0.07
1	123.87	-953.72	11.7	0.07
1	44.75	-952.63	7.3	0.07
1	10.47	-982.29	7.45	0.07
1	-25.43	-981.62	10.55	0.07
1	18.26	-1003	11.15	0.07
1	56.1	-1016.61	11.5	0.07
1	-131.76	-974.28	12.55	0.07
1	-61.95	-974.58	12	0.07
1	-172.1	-964.89	7.75	0.07
1	-194.8	-1006.23	8.95	0.07
1	-277.9	-981.01	11.75	0.07
1	-303.79	-1024.42	7.9	0.07
1	-362.53	-972.31	6.9	0.07
1	-407.04	-1007.44	8.1	0.07
1	-390.76	-1083.38	11.75	0.07
1	-405.82	-1061.56	11.75	0.07
1	-349.44	-1049.95	9	0.07
1	-293.12	-1097.46	4.85	0.07
1	-274.72	-1030.15	6.4	0.07
1	-218.95	-1095.41	11.8	0.07
1	-191.51	-1059.83	9.95	0.07
1	-89.08	-1061.36	10.05	0.07
1	-82.48	-1079.18	7.95	0.07
1	-61.04	-1086.06	7.4	0.07
1	126.28	-1042.52	10.85	0.07
1	150.31	-1082.09	10.7	0.07
1	220.71	-1035.47	5	0.07
1	161.21	-1065.65	6.1	0.07
1	211.58	-1049.67	6.5	0.07
1	208.46	-1033.18	7.05	0.07
1	241.03	-1034.73	8.2	0.07
1	235.47	-1059.29	8.55	0.07
1	177.46	-1037.17	9.15	0.07
1	272.17	-1055.81	10.3	0.07
1	263.39	-1114.12	9.9	0.07
1	300.19	-1161.24	6.55	0.07
1	187.13	-1107.69	10.4	0.07
1	239.65	-1108.43	8.85	0.07
1	188.16	-1153.84	7.35	0.07
1	252.19	-1122.4	6.85	0.07
1	155.5	-1116.44	9.75	0.07
1	57.06	-1111.71	8.05	0.07
1	7.65	-1119.62	10.4	0.07
1	-123.61	-1125.14	12.2	0.07
1	-46.75	-1148.88	10.35	0.07
1	-74.72	-1144.52	4.45	0.07
1	-204.66	-1132.34	4.8	0.07
1	-228.85	-1144.1	6.45	0.07
1	-211.04	-1146.47	8.7	0.07
1	-345.26	-1151.59	8.1	0.07
1	-385.05	-1129.04	5.1	0.07
1	-351.29	-1145.39	5.35	0.07
1	-351.96	-1108.11	6.9	0.07
1	-334.93	-1228.15	9.3	0.07
1	-235.27	-1220.4	8.05	0.07
1	-304.19	-1189.49	10.35	0.07
1	-286.46	-1217.08	11.7	0.07
1	-219.42	-1188.75	13	0.07
1	-215.2	-1210.35	9.3	0.07
1	-38.46	-1184.7	5.7	0.07
1	-53.75	-1183.96	6.2	0.07
1	-69.32	-1212.37	6.45	0.07
1	-73.03	-1230.93	11.8	0.07
1	68.56	-1240.48	10.65	0.07
1	39.03	-1224.06	9.75	0.07
1	114.6	-1237.76	11.55	0.07
1	160.52	-1200.34	10.85	0.07
1	75.36	-1178.52	11.05	0.07
1	225.16	-1225.78	12.9	0.07
1	263.74	-1242.57	12.9	0.07
1	213.66	-1195.75	7.1	0.07
1	233.39	-1191.98	6.2	0.07
1	277.86	-1203.52	6.6	0.07
1	272	-1244.79	12.1	0.07
1	300.41	-1194.57	7.75	0.07
1	197.31	-1283.43	5.15	0.07
1	205.03	-1315.45	5.6	0.07
1	81.61	-1271.03	11.85	0.07
1	59.66	-1294.03	8.65	0.07
1	141.11	-1284.63	6.7	0.07
1	63.12	-1266.66	6.1	0.07
1	-37.77	-1259.19	7.3	0.07
1	-32.8	-1280.57	9.3	0.07
1	-310.06	-1314.93	13	0.07
1	-311.91	-1261.16	7.7	0.07
1	-302.41	-1302.14	5.5	0.07
1	-271.11	-1290.67	7.5	0.07
1	-395.16	-1279.83	8.05	0.07
1	-353.4	-1320.21	10.05	0.07
1	-377.98	-1339.05	13.8	0.07
1	-97.02	-1363.68	13.45	0.07
1	21.64	-1384.19	8.45	0.07
1	132.93	-1338.63	9.65	0.07
1	168.39	-1343.51	8	0.07
1	260.52	-1392.97	5.9	0.07
1	174.99	-1337.35	5.9	0.07
1	209.11	-1393.41	10.55	0.07
1	211.19	-1331.06	11.35	0.07
1	137.6	-1401.62	3	0.07
1	-173.46	-1401.1	25.5	0.07
3	283.23	2387.92	24.75	0.07
3	221.06	2416.54	22.95	0.07
3	24.42	2425.19	21	0.07
3	87.92	2436.88	20.5	0.07
3	-32.08	2395.09	17.2	0.07
3	-49.06	2388.14	24.75	0.07
3	-169.67	2403.79	22.7	0.07
3	-235.05	2387.13	19.65	0.07
3	-258.94	2422.12	21.8	0.07
3	-326.64	2371.59	22.15	0.07
3	-360.77	2417.23	21.8	0.07
3	-312.5	2304.41	29.5	0.07
3	-272.41	2343.84	23.65	0.07
3	-129.9	2351.16	25.3	0.07
3	1.08	2303.75	20.65	0.07
3	-24.52	2354.19	21.5	0.07
3	64.75	2344.3	20.65	0.07
3	202.44	2308.63	24.65	0.07
3	279.79	2338.49	28.3	0.07
3	229.72	2363.93	22.95	0.07
3	212.58	2233.11	22.75	0.07
3	283.87	2262.62	22.35	0.07
3	156.15	2268.32	23.3	0.07
3	99.82	2248.47	20.25	0.07
3	-61.04	2287.62	27.95	0.07
3	-7.92	2251.6	27.15	0.07
3	-147.68	2220.44	22.15	0.07
3	-155.77	2294.48	27	0.07
3	-102.13	2274.14	28.55	0.07
3	-247.56	2263.21	27.1	0.07
3	-328.3	2187.52	25.55	0.07
3	-284.18	2182.59	24.05	0.07
3	-189.6	2162.48	24.05	0.07
3	-35.66	2177.29	21.6	0.07
3	49.1	2174.85	21.5	0.07
3	157.17	2186.32	27.9	0.07
3	217.5	2179.44	28.25	0.07
3	281.15	2189.2	25.95	0.07
3	263.35	2099.1	21.1	0.07
3	250.44	2112.78	23.6	0.07
3	125.7	2106.19	26.9	0.07
3	92.17	2129.05	26.9	0.07
3	180.3	2099.24	22.95	0.07
3	150.92	2094.58	20.15	0.07
3	-7.67	2107.18	20.1	0.07
3	47.37	2096.6	23.9	0.07
3	-49.35	2128.33	21	0.07
3	-190.71	2097.91	19.7	0.07
3	-106.58	2064.55	21.55	0.07
3	-126.69	2131.34	23.85	0.07
3	-285.3	2097.02	27.7	0.07
3	-244.35	2082.38	25.5	0.07
3	-318.7	2079.84	20	0.07
3	-370.48	2125.48	26.35	0.07
3	-403	2011.84	27.15	0.07
3	-377.66	2056.84	19.8	0.07
3	-337.75	2049.29	23.45	0.07
3	-247.37	1992.96	26.25	0.07
3	-59.01	2023.33	20.25	0.07
3	53.38	2036.05	19.7	0.07
3	163.81	2022.17	20.35	0.07
3	280.82	2030.83	23.75	0.07
3	227.26	2035.63	22	0.07
3	313.22	1972.19	17.6	0.07
3	276.77	1976.24	25.8	0.07
3	198.58	1964.7	22.25	0.07
3	45.91	1969.56	19.25	0.07
3	-23.28	1954.27	21.95	0.07
3	-175.73	1952.89	24.75	0.07
